-0.404486,3.368486,9.243001
-0.627441,3.255353,9.146649
-0.715765,3.426265,9.222350
-0.643500,3.512295,9.212030
-0.654086,3.439799,9.211802
-0.669882,3.274853,9.278561
-0.771971,3.313852,9.302644
-0.951600,3.303857,9.264171
-1.014000,3.210617,9.400147
-1.053000,3.178500,9.456355
-0.985323,3.105089,9.392117
-1.030714,3.033086,9.439118
-1.065618,3.044294,9.471262
-1.042677,2.969735,9.443733
-0.875829,2.996314,9.502628
-0.736412,2.960559,9.451761
-0.692823,2.958264,9.465528
-0.727235,3.003000,9.339355
-0.802285,2.914971,9.492599
-0.775412,2.974323,9.457499
-0.838500,3.006441,9.470118
-0.776657,2.945057,9.489254
-0.735265,2.875677,9.533203
-0.682500,2.931883,9.542381
-0.624000,2.862601,9.471428
-0.576971,2.863059,9.513708
-0.657265,2.827500,9.514853
-0.736543,2.918314,9.579513
-0.722647,2.927294,9.473557
-0.704294,3.035118,9.481586
-0.697412,2.984647,9.490762
-0.681943,3.065400,9.448029
-0.753618,2.944500,9.517147
-0.800647,2.891735,9.465528
-0.671914,2.898257,9.423513
-0.705441,2.832088,9.551558
-0.730676,2.811441,9.450616
-0.642353,2.809147,9.553853
-0.697543,2.791286,9.450256
-0.770824,2.818324,9.537794
-0.656118,2.713941,9.504526
-0.650743,2.815800,9.555000
-0.638912,2.786206,9.487324
-0.626294,2.756382,9.583675
-0.554030,2.661177,9.596292
-0.255171,2.589600,9.587312
-0.149118,2.721970,9.542381
-0.235147,2.633648,9.655942
-0.301971,2.719972,9.497057
-0.415235,2.759824,9.490764
-0.307412,2.704766,9.493055
-0.541543,2.888229,9.534941
-0.558618,3.333353,9.719029
-0.693971,3.635029,9.803908
-1.001382,4.007824,9.086999
-1.131000,4.462713,8.467456
-0.849971,4.596264,8.396472
-1.236529,4.730471,8.567384
-1.451914,4.524000,8.696999
-1.159676,4.264766,8.663733
-1.336324,4.387500,8.758938
-1.002530,3.776119,8.826616
-1.213457,3.566829,9.179484
-1.671265,3.738264,9.838324
-1.198677,3.487059,9.881911
-0.367714,2.902715,9.648598
-0.253500,2.935324,9.308382
0.147971,3.109676,9.519440
0.321176,2.814883,9.389823
0.004457,2.588485,9.414598
0.001147,2.358353,9.476999
0.125029,2.146147,9.549266
0.044571,2.147228,9.722142
0.251206,2.229882,9.660528
0.543706,2.313617,9.604321
0.549343,2.355600,9.553883
0.578118,2.376706,9.639881
0.496676,2.325088,9.629559
0.816706,2.263147,9.569909
1.106485,2.356714,9.612944
1.148206,2.281500,9.736236
1.416617,2.366382,9.549263
1.083086,2.280943,9.520457
1.108059,2.163353,9.633000
0.975000,2.088794,9.618088
1.128706,2.026853,9.711000
1.078628,2.091514,9.604027
1.155088,2.140412,9.716736
1.142470,1.936236,9.681175
0.702000,2.014235,9.747706
0.629571,1.980085,9.768943
0.648088,2.112883,9.803912
0.462265,2.157617,9.721322
0.548229,2.262001,9.610713
0.492088,2.419147,9.612350
0.443912,2.460441,9.602028
0.392294,2.537294,9.592853
0.374400,2.512714,9.553883
0.195000,2.580883,9.560735
0.086029,2.521235,9.552704
0.040182,2.597636,9.501817
-0.063088,2.657735,9.534352
-0.153706,2.575147,9.526320
-0.325371,2.594058,9.513770
-0.355588,2.658883,9.499941
-0.386559,2.740324,9.552706
-0.384265,2.686411,9.457500
-0.450171,2.697686,9.618510
-0.583853,2.616442,9.525176
-0.607941,2.662324,9.518291
-0.606171,2.699914,9.530485
-0.533382,2.701324,9.575645
-0.547147,2.654294,9.588264
-0.500118,2.632500,9.552706
-0.557143,2.769000,9.546086
-0.407206,2.608411,9.584822
-0.443912,2.679530,9.582529
-0.287486,2.738915,9.549427
-0.306265,2.678383,9.502234
-0.309706,2.709353,9.537793
-0.231771,2.704371,9.579514
-0.291353,2.696736,9.552707
-0.320029,2.679529,9.510262
-0.379971,2.704371,9.473655
-0.513882,2.645118,9.612350
-0.500118,2.682971,9.549262
-0.517324,2.727706,9.623821
-0.393343,2.752285,9.543855
-0.407206,2.766706,9.490766
-0.395735,2.694442,9.647910
-0.402257,2.787943,9.519342
-0.447353,2.750648,9.549263
-0.429000,2.700176,9.526322
-0.385543,2.718858,9.552771
-0.462265,2.660031,9.603175
-0.430147,2.688706,9.544677
-0.412941,2.610706,9.610058
-0.346543,2.626371,9.512656
-0.352147,2.646265,9.591703
-0.367059,2.582029,9.667412
-0.352114,2.635286,9.562798
-0.418677,2.579736,9.581381
-0.442765,2.647412,9.526322
-0.433588,2.686412,9.448324
-0.377743,2.643086,9.580626
-0.349853,2.682971,9.456352
-0.331500,2.733442,9.533205
-0.427886,2.649772,9.531597
-0.433588,2.705913,9.589409
-0.469147,2.609559,9.600881
-0.414088,2.610707,9.517145
-0.445714,2.709943,9.582856
-0.471441,2.685265,9.581382
-0.440471,2.731147,9.566469
-0.518143,2.623029,9.585087
-0.404912,2.640530,9.504528
-0.454235,2.755236,9.490764
-0.443912,2.655442,9.585969
-0.441257,2.688771,9.573941
-0.359029,2.724265,9.506827
-0.380824,2.670354,9.545821
-0.411171,2.664258,9.583969
-0.447353,2.654294,9.616940
-0.362471,2.645118,9.507970
-0.379676,2.660029,9.493056
-0.433457,2.607429,9.601797
-0.445059,2.646265,9.546970
-0.347559,2.687559,9.509116
-0.403371,2.644200,9.577283
-0.412941,2.736883,9.605471
-0.459971,2.685265,9.512560
-0.381971,2.692147,9.581379
-0.437914,2.652000,9.643026
-0.370500,2.663471,9.483881
-0.461118,2.665765,9.627264
-0.426771,2.643086,9.604027
-0.418677,2.679530,9.592851
-0.441618,2.666912,9.636437
-0.384265,2.681823,9.630703
-0.400029,2.672057,9.559454
-0.408353,2.674942,9.606617
-0.380823,2.781618,9.514851
-0.404486,2.694343,9.627426
-0.426706,2.661177,9.641029
-0.381971,2.662325,9.573352
-0.447353,2.676088,9.639878
-0.412286,2.688771,9.560569
-0.409500,2.630206,9.585967
-0.477176,2.692147,9.676587
-0.372171,2.695457,9.544970
-0.447353,2.712794,9.597439
-0.440470,2.580882,9.619233
-0.407206,2.630207,9.517144
-0.463543,2.668714,9.621857
-0.430147,2.583177,9.576793
-0.346412,2.656589,9.496498
-0.369943,2.697686,9.562799
