-0.192771,1.669200,9.698743
-0.221382,1.779088,9.818826
-0.292500,1.616205,9.740825
-0.304200,1.645800,9.834688
0.010324,1.768765,9.696088
0.032118,2.017677,9.915180
0.137647,2.146147,9.704118
0.361028,2.054743,9.813517
0.323471,1.956882,10.018413
-0.050471,1.538206,9.884207
0.473571,1.970056,9.682028
-0.784588,2.133529,10.221442
-1.288147,3.074118,9.420794
-1.443000,4.117941,9.349678
-0.990600,4.272172,9.443573
-1.032353,4.576764,8.669472
-1.017441,4.417325,8.394176
-1.088657,4.392514,7.669628
-1.175735,4.349646,7.711677
-1.574912,4.565294,7.777058
-2.448085,3.959057,8.266885
-3.676323,4.520559,9.081266
-3.587999,4.404706,8.367794
-4.358823,5.209943,10.435941
-3.697199,6.167571,8.571086
-0.403765,3.072972,9.474707
-2.290676,2.039471,9.332468
-2.599628,1.250228,9.826886
-0.632029,1.572618,9.751148
2.455853,1.210147,10.074618
2.920412,0.776559,9.049147
1.012886,0.365486,9.580626
0.073412,-0.489794,9.545824
1.761883,-1.110353,9.861264
2.301000,-0.482486,10.008517
0.985323,0.150265,9.836032
0.817853,0.517323,9.458646
1.224600,0.581657,9.319886
0.215647,-0.084882,10.526562
1.421206,1.023177,10.292557
2.983500,1.004823,10.331557
3.133371,0.881400,11.035884
2.009647,0.267265,13.964297
-1.729764,0.884382,10.321239
0.139286,1.482000,12.266059
1.329441,0.570088,11.760794
-0.930265,1.225059,8.655706
-0.762172,2.723315,7.052313
-0.198441,1.459059,7.522412
-0.759353,2.529264,7.616468
-1.320265,3.300087,8.103973
-0.378857,3.580199,8.512029
1.098882,5.177824,10.486412
0.825882,6.003707,9.512561
-0.574971,4.005857,10.952316
-5.478353,2.073882,7.295295
2.438647,0.907323,11.422411
0.430114,0.502543,9.061373
-0.104382,2.553354,9.655942
0.018353,0.911911,9.199409
0.973886,-0.118114,9.187283
0.880941,-0.048176,9.446029
0.634324,0.131912,9.602031
0.758829,0.123686,10.088742
0.890118,0.019500,10.087236
0.946324,-0.088324,10.002353
1.785086,0.301971,10.581259
2.242500,0.710029,11.028972
1.872000,0.087176,14.097349
-1.232400,1.815171,11.405828
1.071353,0.308559,11.661000
0.230559,-0.252353,12.580939
-2.785714,2.187343,9.832456
-1.998176,1.555412,5.744470
-0.149118,1.601294,3.935560
-1.064143,3.972429,3.756257
0.336088,7.836708,13.383881
-1.498059,6.716031,10.411856
-2.477057,5.246058,10.935596
-4.300324,2.364088,4.988559
2.124353,-0.058500,12.861969
-0.595029,1.061914,8.678060
0.406059,1.876588,9.973678
0.434735,0.349853,9.291174
0.174353,-0.175500,8.752059
0.402257,0.235114,8.994514
0.648088,-0.058500,8.505442
0.762171,0.017829,10.601315
2.407677,-0.108971,11.466002
3.006440,0.587294,12.523585
1.002857,-0.110314,14.230542
-1.819235,0.010324,11.599060
-3.414793,1.213589,12.010854
-1.344353,0.097500,12.357264
-2.491543,0.510343,9.484800
-2.763264,1.283559,7.336588
-0.926823,2.060117,5.909647
-0.381086,2.081486,4.030371
-1.693059,3.961942,5.565529
0.656118,7.837853,15.542647
-2.844215,7.563217,7.822285
-2.812457,6.332486,3.169029
-3.273705,5.326942,16.151735
-1.917883,0.183529,5.513913
-0.287912,0.752471,11.394884
-0.959400,0.705343,10.834200
1.336323,0.903882,8.492824
2.091089,-0.556324,9.216619
-0.031200,0.394457,8.703687
0.918794,-0.796059,9.053739
1.167706,-0.184676,10.040204
1.695943,-0.250714,10.622489
1.404000,1.096588,10.926886
0.944914,0.700886,13.543028
-1.228500,-0.551735,12.567178
-2.522382,-0.103235,13.114321
-4.336800,0.763286,12.721800
-1.022029,0.568941,9.443735
-1.319118,0.410647,7.232208
-1.087543,3.018601,5.565858
-0.404912,4.328999,3.589147
